Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
32000,1.4165858,0.00028110034,0.46922642,0.0,0.0,26.37837837837838
33000,1.415528,0.00028050033,0.46478575,0.07894736842105263,0.07894736842105263,25.157894736842106
34000,1.4153296,0.00027990033,0.43140283,0.05128205128205128,0.05128205128205128,24.53846153846154
35000,1.4153296,0.00027930032,0.3468664,0.07317073170731707,0.07317073170731707,23.21951219512195
36000,1.4153296,0.00027870035,0.3616198,0.08823529411764706,0.08823529411764706,28.41176470588235
37000,1.4153296,0.0002781003,0.36489248,0.05555555555555555,0.05555555555555555,27.166666666666668
38000,1.4153296,0.00027750034,0.4325992,0.17142857142857143,0.17142857142857143,26.285714285714285
39000,1.4153296,0.00027690033,0.34253156,0.027777777777777776,0.027777777777777776,27.666666666666668
40000,1.4153296,0.0002763003,0.32540983,0.04878048780487805,0.04878048780487805,23.365853658536587
41000,1.4153296,0.00027570032,0.42162472,0.08888888888888889,0.08888888888888889,21.2
42000,1.4153296,0.00027510032,0.3018257,0.10526315789473684,0.10526315789473684,24.68421052631579
43000,1.415228,0.00027450031,0.3309705,0.10810810810810811,0.10810810810810811,26.56756756756757
44000,1.4147778,0.00027390034,0.31638992,0.1,0.1,32.53333333333333
45000,1.4147778,0.0002733003,0.302215,0.1875,0.1875,29.6875
46000,1.4147778,0.0002727003,0.28154126,0.2,0.2,27.857142857142858
47000,1.4147778,0.00027210033,0.30422968,0.10526315789473684,0.10526315789473684,24.394736842105264
48000,1.4147778,0.00027150035,0.29330945,0.11764705882352941,0.11764705882352941,29.176470588235293
49000,1.4147778,0.00027090032,0.259572,0.13333333333333333,0.13333333333333333,32.13333333333333
50000,1.4147778,0.00027030034,0.33018598,0.13513513513513514,0.13513513513513514,25.7027027027027
51000,1.4147778,0.00026970034,0.3296465,0.0,0.0,28.029411764705884
52000,1.4147778,0.0002691003,0.29841498,0.25,0.25,27.75
53000,1.4147778,0.00026850033,0.3208666,0.1891891891891892,0.1891891891891892,25.54054054054054
54000,1.4144101,0.00026790032,0.25285494,0.2571428571428571,0.2571428571428571,28.02857142857143
55000,1.4141272,0.00026730032,0.17660779,0.21212121212121213,0.21212121212121213,29.21212121212121
56000,1.4141272,0.0002667003,0.24511214,0.25,0.25,32.67857142857143
57000,1.4141272,0.00026610034,0.18535812,0.17142857142857143,0.17142857142857143,28.942857142857143
58000,1.4141272,0.0002655003,0.2805764,0.39473684210526316,0.39473684210526316,25.342105263157894
59000,1.4141272,0.00026490033,0.21696173,0.2777777777777778,0.2777777777777778,26.694444444444443
60000,1.4141272,0.00026430032,0.23164108,0.25,0.25,30.28125
61000,1.4141272,0.00026370035,0.20118491,0.14705882352941177,0.14705882352941177,28.294117647058822
62000,1.4141272,0.00026310032,0.2013547,0.10344827586206896,0.10344827586206896,33.172413793103445
63000,1.4141272,0.00026250034,0.21744096,0.3783783783783784,0.3783783783783784,26.10810810810811
64000,1.4141272,0.00026190034,0.18543667,0.13793103448275862,0.13793103448275862,31.620689655172413
65000,1.4127356,0.00026130033,0.2264465,0.3548387096774194,0.3548387096774194,32.774193548387096
66000,1.412634,0.00026070036,0.18919349,0.3548387096774194,0.3548387096774194,31.161290322580644
67000,1.412634,0.00026010032,0.23449232,0.4411764705882353,0.4411764705882353,28.08823529411765
68000,1.412634,0.00025950032,0.20341729,0.2903225806451613,0.2903225806451613,31.387096774193548
69000,1.412634,0.00025890034,0.24086559,0.5833333333333334,0.5833333333333334,26.61111111111111
70000,1.412634,0.0002583003,0.21101077,0.4722222222222222,0.4722222222222222,26.86111111111111
71000,1.412634,0.00025770036,0.2892555,0.47058823529411764,0.47058823529411764,28.38235294117647
72000,1.412634,0.00025710036,0.2635634,0.5121951219512195,0.5121951219512195,23.195121951219512
73000,1.412634,0.00025650032,0.18891174,0.3,0.3,31.966666666666665
74000,1.412634,0.00025590032,0.20312653,0.35714285714285715,0.35714285714285715,34.0
75000,1.4121968,0.00025530034,0.22518846,0.46875,0.46875,30.21875
76000,1.4111159,0.00025470037,0.25099644,0.4444444444444444,0.4444444444444444,35.407407407407405
77000,1.4111159,0.00025410033,0.30657095,0.5789473684210527,0.5789473684210527,25.763157894736842
78000,1.4111159,0.00025350033,0.25062174,0.3103448275862069,0.3103448275862069,33.44827586206897
79000,1.4111159,0.00025290032,0.24335907,0.45454545454545453,0.45454545454545453,29.484848484848484
80000,1.4111159,0.00025230032,0.29130656,0.631578947368421,0.631578947368421,25.18421052631579
81000,1.4111159,0.00025170034,0.29632163,0.34285714285714286,0.34285714285714286,27.571428571428573
82000,1.4111159,0.00025110034,0.29703867,0.5151515151515151,0.5151515151515151,27.09090909090909
83000,1.4111159,0.00025050034,0.25599304,0.5,0.5,27.61111111111111
84000,1.4111159,0.0002499003,0.23636934,0.28,0.28,39.04
85000,1.4111159,0.00024930036,0.27643263,0.4594594594594595,0.4594594594594595,25.89189189189189
86000,1.410211,0.00024870032,0.31850815,0.4594594594594595,0.4594594594594595,26.027027027027028
87000,1.4097654,0.00024810035,0.3308201,0.5833333333333334,0.5833333333333334,27.11111111111111
88000,1.4097654,0.00024750034,0.35900018,0.6341463414634146,0.6341463414634146,23.26829268292683
89000,1.4097654,0.00024690034,0.3088532,0.6296296296296297,0.6296296296296297,34.407407407407405
90000,1.4097654,0.00024630033,0.36322373,0.7045454545454546,0.7045454545454546,22.727272727272727
91000,1.4097654,0.00024570033,0.38023502,0.7317073170731707,0.7317073170731707,22.975609756097562
92000,1.4097654,0.00024510032,0.409787,0.75,0.75,26.694444444444443
93000,1.4097654,0.00024450032,0.31156552,0.7045454545454546,0.7045454545454546,20.772727272727273
94000,1.4097654,0.00024390034,0.37341642,0.7419354838709677,0.7419354838709677,32.645161290322584
95000,1.4097654,0.00024330035,0.32873443,0.6111111111111112,0.6111111111111112,26.11111111111111
96000,1.4097637,0.00024270033,0.3648584,0.8292682926829268,0.8292682926829268,23.70731707317073
97000,1.409169,0.00024210034,0.546141,0.8125,0.8125,18.541666666666668
98000,1.409169,0.00024150035,0.46135205,0.7777777777777778,0.7777777777777778,22.22222222222222
99000,1.409169,0.00024090034,0.4879391,0.8181818181818182,0.8181818181818182,21.431818181818183
100000,1.409169,0.00024030036,0.48545927,0.7916666666666666,0.7916666666666666,19.458333333333332
101000,1.409169,0.00023970034,0.46017534,0.7714285714285715,0.7714285714285715,27.857142857142858
102000,1.409169,0.00023910034,0.48612833,0.6976744186046512,0.6976744186046512,21.86046511627907
103000,1.409169,0.00023850036,0.45010707,0.8,0.8,24.25
104000,1.409169,0.00023790034,0.46993294,0.6923076923076923,0.6923076923076923,24.743589743589745
105000,1.409169,0.00023730035,0.473345,0.7906976744186046,0.7906976744186046,22.302325581395348
106000,1.409169,0.00023670036,0.49784404,0.782608695652174,0.782608695652174,20.32608695652174
107000,1.408764,0.00023610034,0.45532793,0.8,0.8,27.428571428571427
108000,1.4076747,0.00023550034,0.5660148,0.9117647058823529,0.9117647058823529,24.941176470588236
109000,1.4076747,0.00023490033,0.5862201,0.8846153846153846,0.8846153846153846,18.76923076923077
110000,1.4076747,0.00023430034,0.556628,0.7735849056603774,0.7735849056603774,18.962264150943398
111000,1.4076747,0.00023370035,0.5620458,0.813953488372093,0.813953488372093,22.58139534883721
112000,1.4076747,0.00023310035,0.5734996,0.8409090909090909,0.8409090909090909,21.40909090909091
113000,1.4076747,0.00023250034,0.5626853,0.8,0.8,23.425
114000,1.4076747,0.00023190035,0.60942715,0.896551724137931,0.896551724137931,16.586206896551722
115000,1.4076747,0.00023130035,0.5324121,0.8095238095238095,0.8095238095238095,22.738095238095237
116000,1.4076747,0.00023070035,0.57204366,0.8571428571428571,0.8571428571428571,19.06122448979592
117000,1.4076747,0.00023010037,0.6024937,0.84,0.84,18.9
118000,1.4071811,0.00022950035,0.5917502,0.7924528301886793,0.7924528301886793,17.88679245283019
119000,1.4066378,0.00022890035,0.6452778,0.8490566037735849,0.8490566037735849,17.452830188679247
120000,1.4066378,0.00022830036,0.61600935,0.9090909090909091,0.9090909090909091,21.863636363636363
121000,1.4066378,0.00022770035,0.6583924,0.825,0.825,23.1
122000,1.4066378,0.00022710035,0.6775352,0.896551724137931,0.896551724137931,16.637931034482758
123000,1.4066378,0.00022650033,0.6778924,0.9215686274509803,0.9215686274509803,18.607843137254903
124000,1.4066378,0.00022590035,0.68606013,0.9298245614035088,0.9298245614035088,16.280701754385966
125000,1.4066378,0.00022530035,0.6502794,0.9090909090909091,0.9090909090909091,17.145454545454545
126000,1.4066378,0.00022470034,0.65340596,0.9032258064516129,0.9032258064516129,14.951612903225806
127000,1.4066378,0.00022410035,0.65944034,0.9272727272727272,0.9272727272727272,16.945454545454545
128000,1.4066378,0.00022350033,0.67583823,0.873015873015873,0.873015873015873,14.698412698412698
129000,1.4058102,0.00022290034,0.73977476,0.9365079365079365,0.9365079365079365,15.079365079365079
130000,1.4052422,0.00022230035,0.73344606,0.9090909090909091,0.9090909090909091,13.863636363636363
131000,1.4052422,0.00022170035,0.74277955,0.9016393442622951,0.9016393442622951,15.540983606557377
132000,1.4052422,0.00022110034,0.7879125,0.9571428571428572,0.9571428571428572,13.1
133000,1.4052422,0.00022050035,0.7399233,0.9365079365079365,0.9365079365079365,14.682539682539682
134000,1.4052422,0.00021990035,0.70254385,0.9365079365079365,0.9365079365079365,14.793650793650794
135000,1.4052422,0.00021930036,0.7220508,0.9117647058823529,0.9117647058823529,13.647058823529411
136000,1.4052422,0.00021870036,0.73803586,0.9365079365079365,0.9365079365079365,14.222222222222221
137000,1.4052422,0.00021810035,0.74399245,0.9577464788732394,0.9577464788732394,13.52112676056338
138000,1.4052422,0.00021750036,0.7432055,0.9433962264150944,0.9433962264150944,17.660377358490567
139000,1.4052422,0.00021690034,0.72282463,0.8888888888888888,0.8888888888888888,17.48148148148148
140000,1.4044766,0.00021630035,0.80416906,0.9142857142857143,0.9142857142857143,12.985714285714286
141000,1.4039223,0.00021570036,0.83438206,0.9859154929577465,0.9859154929577465,13.070422535211268
142000,1.4039223,0.00021510034,0.8614565,0.9705882352941176,0.9705882352941176,13.764705882352942
143000,1.4039223,0.00021450035,0.83541346,0.9850746268656716,0.9850746268656716,13.671641791044776
144000,1.4039223,0.00021390036,0.82080925,0.9583333333333334,0.9583333333333334,12.88888888888889
145000,1.4039223,0.00021330034,0.8260511,0.9605263157894737,0.9605263157894737,12.118421052631579
146000,1.4039223,0.00021270035,0.8177232,0.9577464788732394,0.9577464788732394,12.915492957746478
147000,1.4039223,0.00021210036,0.80822754,0.9411764705882353,0.9411764705882353,18.41176470588235
148000,1.4039223,0.00021150034,0.80717915,0.9333333333333333,0.9333333333333333,15.55
149000,1.4039223,0.00021090035,0.81235194,0.9491525423728814,0.9491525423728814,12.915254237288135
150000,1.4039223,0.00021030035,0.81349254,0.9365079365079365,0.9365079365079365,16.952380952380953
151000,1.4034287,0.00020970035,0.8811957,1.0,1.0,12.115384615384615
152000,1.4029428,0.00020910037,0.875646,0.975,0.975,11.2125
153000,1.4029428,0.00020850035,0.88257307,0.9746835443037974,0.9746835443037974,11.569620253164556
154000,1.4029428,0.00020790035,0.865865,0.9620253164556962,0.9620253164556962,11.240506329113924
155000,1.4029428,0.00020730037,0.850128,0.9863013698630136,0.9863013698630136,12.917808219178083
156000,1.4029428,0.00020670035,0.8741628,0.9770114942528736,0.9770114942528736,10.563218390804598
157000,1.4029428,0.00020610035,0.88314277,0.9868421052631579,0.9868421052631579,12.078947368421053
158000,1.4029428,0.00020550037,0.87514734,0.9875,0.9875,11.3625
159000,1.4029428,0.00020490035,0.88391614,0.9764705882352941,0.9764705882352941,10.658823529411764
160000,1.4029428,0.00020430036,0.8751861,0.9594594594594594,0.9594594594594594,12.391891891891891
161000,1.4029428,0.00020370036,0.8814244,1.0,1.0,10.928571428571429
162000,1.4027349,0.00020310035,0.8955196,0.9876543209876543,0.9876543209876543,11.271604938271604
163000,1.4021895,0.00020250035,0.8940889,0.9886363636363636,0.9886363636363636,10.25
164000,1.4021895,0.00020190036,0.8983883,0.9529411764705882,0.9529411764705882,10.635294117647058
165000,1.4021895,0.00020130035,0.92461455,1.0,1.0,10.425287356321839
166000,1.4021895,0.00020070038,0.9180362,0.9882352941176471,0.9882352941176471,10.552941176470588
167000,1.4021895,0.00020010036,0.89416134,0.9880952380952381,0.9880952380952381,11.0
168000,1.4021895,0.00019950035,0.8947838,0.9888888888888889,0.9888888888888889,9.833333333333334
169000,1.4021895,0.00019890035,0.90410763,0.9878048780487805,0.9878048780487805,11.158536585365853
170000,1.4021895,0.00019830035,0.88937575,0.9764705882352941,0.9764705882352941,10.6
171000,1.4021895,0.00019770036,0.90448207,1.0,1.0,10.112359550561798
172000,1.4021895,0.00019710034,0.91451746,1.0,1.0,11.197530864197532
173000,1.4021895,0.00019650036,0.8950342,0.9866666666666667,0.9866666666666667,12.213333333333333
174000,1.4015397,0.00019590036,0.9104711,0.9883720930232558,0.9883720930232558,10.55813953488372
175000,1.4015154,0.00019530035,0.922158,0.9887640449438202,0.9887640449438202,10.089887640449438
176000,1.4015154,0.00019470036,0.91241986,0.9775280898876404,0.9775280898876404,10.03370786516854
177000,1.4015154,0.00019410034,0.91072154,0.958904109589041,0.958904109589041,12.698630136986301
178000,1.4015154,0.00019350035,0.9292749,1.0,1.0,9.804347826086957
179000,1.4015154,0.00019290035,0.91587275,1.0,1.0,10.227272727272727
180000,1.4015154,0.00019230036,0.91930056,0.9891304347826086,0.9891304347826086,9.847826086956522
181000,1.4015154,0.00019170037,0.93268216,1.0,1.0,10.546511627906977
182000,1.4015154,0.00019110036,0.9352009,1.0,1.0,9.364583333333334
183000,1.4015154,0.00019050036,0.912737,0.9777777777777777,0.9777777777777777,9.944444444444445
184000,1.4015154,0.00018990037,0.9286959,1.0,1.0,10.03370786516854
185000,1.4011343,0.00018930036,0.924643,1.0,1.0,9.655913978494624
186000,1.4009055,0.00018870036,0.94676584,1.0,1.0,8.715686274509803
187000,1.4009055,0.00018810037,0.93248683,1.0,1.0,9.728260869565217
188000,1.4009055,0.00018750035,0.9316272,0.9901960784313726,0.9901960784313726,8.72549019607843
189000,1.4009055,0.00018690036,0.93736815,0.9906542056074766,0.9906542056074766,8.299065420560748
190000,1.4009055,0.00018630034,0.9207469,0.9888888888888889,0.9888888888888889,9.933333333333334
191000,1.4009055,0.00018570035,0.9421921,1.0,1.0,8.762376237623762
192000,1.4009055,0.00018510036,0.9418065,0.9893617021276596,0.9893617021276596,9.606382978723405
193000,1.4009055,0.00018450036,0.93637,0.99,0.99,8.85
194000,1.4009055,0.00018390035,0.9433012,1.0,1.0,8.631067961165048
195000,1.4009055,0.00018330036,0.9328513,1.0,1.0,9.410526315789474
196000,1.4006938,0.00018270037,0.93279225,1.0,1.0,9.010204081632653
197000,1.3992246,0.00018210035,0.94870955,1.0,1.0,8.233644859813085
198000,1.3992246,0.00018150035,0.94741774,1.0,1.0,8.261682242990654
199000,1.3992246,0.00018090036,0.94828916,1.0,1.0,9.28125
200000,1.3992246,0.00018030035,0.95260644,1.0,1.0,8.330188679245284
201000,1.3992246,0.00017970036,0.94362086,1.0,1.0,8.959183673469388
202000,1.3992246,0.00017910036,0.9532381,1.0,1.0,8.428571428571429
203000,1.3992246,0.00017850036,0.9499982,1.0,1.0,8.745098039215685
204000,1.3992246,0.00017790035,0.9631111,1.0,1.0,8.289719626168225
205000,1.3992246,0.00017730036,0.9491366,1.0,1.0,8.54368932038835
206000,1.3992246,0.00017670036,0.9523325,1.0,1.0,8.705882352941176
207000,1.3992246,0.00017610038,0.9396927,1.0,1.0,8.38679245283019
208000,1.398444,0.00017550036,0.95488954,1.0,1.0,8.29245283018868
209000,1.397803,0.00017490037,0.95508415,1.0,1.0,8.722772277227723
210000,1.397803,0.00017430037,0.9606333,1.0,1.0,8.415094339622641
211000,1.397803,0.00017370036,0.9503873,1.0,1.0,8.413461538461538
212000,1.397803,0.00017310036,0.9570079,1.0,1.0,7.936936936936937
213000,1.397803,0.00017250035,0.9619655,1.0,1.0,7.863636363636363
214000,1.397803,0.00017190036,0.9544056,1.0,1.0,8.679611650485437
215000,1.397803,0.00017130037,0.9599936,1.0,1.0,8.330188679245284
216000,1.397803,0.00017070037,0.963134,1.0,1.0,8.336448598130842
217000,1.397803,0.00017010036,0.9613713,1.0,1.0,7.761061946902655
218000,1.397803,0.00016950036,0.9603917,1.0,1.0,8.538461538461538
219000,1.397803,0.00016890035,0.9575458,1.0,1.0,8.471153846153847
220000,1.3967419,0.00016830036,0.956712,1.0,1.0,7.90990990990991
221000,1.3966753,0.00016770036,0.9496622,1.0,1.0,8.598039215686274
222000,1.3966753,0.00016710037,0.9630685,1.0,1.0,8.073394495412844
223000,1.3966753,0.00016650037,0.9585062,1.0,1.0,8.009174311926605
224000,1.3966753,0.00016590036,0.9656481,1.0,1.0,8.471153846153847
225000,1.3966753,0.00016530037,0.9587682,1.0,1.0,8.31132075471698
226000,1.3966753,0.00016470035,0.95342886,1.0,1.0,8.355140186915888
227000,1.3966753,0.00016410036,0.9485995,1.0,1.0,7.767857142857143
228000,1.3966753,0.00016350036,0.95811075,0.9902912621359223,0.9902912621359223,8.533980582524272
229000,1.3966753,0.00016290035,0.96231073,1.0,1.0,7.990909090909091
230000,1.3966753,0.00016230038,0.96079534,1.0,1.0,8.148148148148149
231000,1.3965212,0.00016170037,0.9614911,1.0,1.0,8.036697247706423
232000,1.3961403,0.00016110037,0.95461804,1.0,1.0,7.587719298245614
233000,1.3961403,0.00016050038,0.95322603,1.0,1.0,7.6521739130434785
234000,1.3961403,0.00015990037,0.9602934,0.990909090909091,0.990909090909091,7.872727272727273
235000,1.3961403,0.00015930035,0.9536232,0.990909090909091,0.990909090909091,7.890909090909091
236000,1.3961403,0.00015870036,0.9568166,1.0,1.0,7.71304347826087
237000,1.3961403,0.00015810036,0.9556243,1.0,1.0,7.864864864864865
238000,1.3961403,0.00015750036,0.9541188,1.0,1.0,7.478260869565218
239000,1.3961403,0.00015690037,0.9681626,1.0,1.0,7.277310924369748
240000,1.3961403,0.00015630036,0.9539176,0.9911504424778761,0.9911504424778761,7.725663716814159
241000,1.3961403,0.00015570037,0.9605774,0.9911504424778761,0.9911504424778761,7.823008849557522
242000,1.3961403,0.00015510038,0.96056324,1.0,1.0,7.491379310344827
243000,1.3956031,0.00015450036,0.968765,1.0,1.0,8.092592592592593
244000,1.3951302,0.00015390037,0.96426195,1.0,1.0,7.68141592920354
245000,1.3951302,0.00015330038,0.95743877,1.0,1.0,7.3931623931623935
246000,1.3951302,0.00015270036,0.9609674,1.0,1.0,7.5344827586206895
247000,1.3951302,0.00015210037,0.9554789,1.0,1.0,7.626086956521739
248000,1.3951302,0.00015150037,0.96246165,1.0,1.0,7.565217391304348
249000,1.3951302,0.00015090036,0.9621619,1.0,1.0,7.310924369747899
250000,1.3951302,0.00015030039,0.9619841,1.0,1.0,7.452991452991453
251000,1.3951302,0.00014970037,0.95526785,1.0,1.0,7.614035087719298
252000,1.3951302,0.00014910036,0.9558278,1.0,1.0,7.701754385964913
253000,1.3951302,0.00014850039,0.9632985,1.0,1.0,7.163934426229508
254000,1.3951302,0.00014790037,0.9567643,1.0,1.0,7.863636363636363
255000,1.3947753,0.00014730036,0.95957315,1.0,1.0,7.7105263157894735
256000,1.3946775,0.00014670035,0.9643536,1.0,1.0,7.19327731092437
257000,1.3946775,0.00014610037,0.9689418,1.0,1.0,7.239669421487603
258000,1.3946775,0.00014550038,0.9620881,1.0,1.0,7.148760330578512
259000,1.3946775,0.00014490036,0.96816957,1.0,1.0,7.478632478632479
260000,1.3946775,0.00014430037,0.9651111,1.0,1.0,7.3931623931623935
261000,1.3946775,0.00014370037,0.96702826,1.0,1.0,7.073170731707317
262000,1.3946775,0.00014310036,0.96287626,1.0,1.0,7.155737704918033
263000,1.3946775,0.00014250037,0.961145,1.0,1.0,7.776785714285714
